job_num,method,simulation_id,estimate,SE,p_value,ndf,ddf,n_obs,dgp,b_xy,b_cy,b_cx,r_cc
1,no_covs,91,0.2039932238379307,0.10788825388292353,0.06160733313410151,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,92,0.2582738783423994,0.08698771982433927,0.0037550954546729425,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,93,0.2829798989383044,0.09898304220289053,0.0051943823486416095,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,94,-0.0032987790869320028,0.08550672409830623,0.9693043854608965,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,95,0.15502415819777637,0.10102595968198608,0.12812933882840957,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,96,0.21095036544408063,0.1069663262777485,0.05141458558818309,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,97,0.10326530946342308,0.09588831662748612,0.284154044739482,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,98,0.4324895544945617,0.11646881719640313,3.3995528182291615e-4,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,99,0.11810262894596966,0.0925087716608564,0.20473777326640025,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,100,0.18370467705171795,0.10739278410815346,0.09032135083310118,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
